XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
661852.41901964,2719109.71482191,274,228,138,1521.60338443684
661852.41901964,2719109.71482191,274,271,139,301.700419053244
661852.41901964,2719109.71482191,274,284,142,188.256992666677
662270.60837283,2719187.50285869,280,271,140,188.237130736628
662270.60837283,2719187.50285869,280,251,141,180.713686456844
662270.60837283,2719187.50285869,280,295,149,291.813992084421
661837.15452574,2719297.35187248,284,274,142,188.256992666677
661837.15452574,2719297.35187248,284,286,144,362.186909273459
661837.15452574,2719297.35187248,284,293,147,285.149766157494
661837.15452574,2719297.35187248,284,302,151,239.393043853957
661484.32609231,2719379.08253919,286,250,143,391.942795897243
661484.32609231,2719379.08253919,286,284,144,362.186909273459
661484.32609231,2719379.08253919,286,289,146,12.5506742248992
661484.32609231,2719379.08253919,286,318,159,865.477209970353
661471.92607178,2719381.02133117,289,247,145,477.345065821194
661471.92607178,2719381.02133117,289,286,146,12.5506742248992
661471.92607178,2719381.02133117,289,300,152,931.954423686033
661471.92607178,2719381.02133117,289,319,160,867.27606930746
662084.98970130,2719411.67187113,293,284,147,285.149766157494
662084.98970130,2719411.67187113,293,295,148,14.5079345100579
662084.98970130,2719411.67187113,293,306,154,255.904088711774
662095.89882240,2719421.23593096,295,293,148,14.5079345100579
662095.89882240,2719421.23593096,295,280,149,291.813992084421
660556.89423395,2719532.82561098,300,247,150,1119.75043798551
660556.89423395,2719532.82561098,300,289,152,931.954423686033
660556.89423395,2719532.82561098,300,312,156,878.670556809558
661818.94773593,2719536.05100972,302,284,151,239.393043853957
661818.94773593,2719536.05100972,302,306,153,146.359563033491
661818.94773593,2719536.05100972,302,316,158,687.488315137201
661938.01651647,2719621.16121588,306,302,153,146.359563033491
661938.01651647,2719621.16121588,306,293,154,255.904088711774
661938.01651647,2719621.16121588,306,310,155,350.084922783455
662173.79405593,2719874.60919111,310,306,155,350.084922783455
659908.98331644,2720093.05995806,312,300,156,878.670556809558
659908.98331644,2720093.05995806,312,368,184,504.789509212649
659908.98331644,2720093.05995806,312,313,187,943.66915949519
660576.97205216,2720177.16667445,313,314,157,76.7266396413858
660576.97205216,2720177.16667445,313,312,187,943.66915949519
660576.97205216,2720177.16667445,313,376,188,450.378633781135
660579.34434346,2720100.47810031,314,313,157,76.7266396413858
661771.40553122,2720221.89215131,316,302,158,687.488315137201
661771.40553122,2720221.89215131,316,336,168,52.5481393929783
661771.40553122,2720221.89215131,316,337,169,55.6310830668732
661463.03260421,2720244.22477476,318,286,159,865.477209970353
661463.03260421,2720244.22477476,318,322,161,29.8681223317366
